index,key,category,term_type,description,english,placeholders,rich_text_tags
1047,Hints/Tutor_050,Hints,0,,"The search for a less radical solution is ongoing. Experiments in isolation wards and field operations are being conducted to this end. If we can push back this unknown infection, it will be a huge win for all of humanity!",,
1048,Hints/Tutor_051,Hints,0,,Available field operations are marked on the city screen. Select one using [LMB].,,
1049,Hints/Tutor_052,Hints,0,,"Our operational capabilities are limited for now. But the more we know about the anomalies, the more options we'll have. Initiate the operation using [LMBNORTH].",,
1050,Hints/Tutor_053,Hints,0,,"The operation will take exactly 24 hours. Your watch is over for today. This city doesn't need heroes, it needs reliable people like you!",,
1051,CityOperations/AlienInvasion,CityOperations,0,,Alien Invasion,,
1052,CityOperations/Zombies,CityOperations,0,,Zombies,,
1053,CityOperations/CultActivity,CityOperations,0,,Dark Practices,,
1054,IsolatorExperiments/RubberDuckIsoTest_Name,IsolatorExperiments,0,,DUCC Project Display,,
1055,IsolatorExperiments/RubberDuckIsoTest_Descr,IsolatorExperiments,0,,Place the special prototype Rubber Duck in the ward. Scientific value of the object to be determined. Do not compress unless necessary.,,
1056,IsolatorExperiments/DiscoballIsoTest_Name,IsolatorExperiments,0,,Retro-Acoustic Test,,
1057,IsolatorExperiments/DiscoballIsoTest_Descr,IsolatorExperiments,0,,"Lower a special rotating light object into the isolation ward. If it triggers spontaneous dance moves, remain calm.",,
1058,IsolatorExperiments/TeslaballIsoTest_Name,IsolatorExperiments,0,,Energy Sphere Experiment,,
1059,IsolatorExperiments/TeslaballIsoTest_Descr,IsolatorExperiments,0,,"Raise the experimental Tesla Globe energy node in the center of the ward. Do not touch the electric discharges, even if they appear safe. Do not light cigarettes with electric discharges.",,
1060,IsolatorExperiments/PurplefogIsoTest_Name,IsolatorExperiments,0,,Prolonged Inhalation of Lilac 8,,
1061,IsolatorExperiments/PurplefogIsoTest_Descr,IsolatorExperiments,0,,"Fill the ward with an experimental heavy lilac compound gas Lilac 8. Do not include complaints of a strange odor, dizziness, voices in the head, and itching on the left side of the body in the report.",,
1062,IsolatorExperiments/DigitsIsoTest_Name,IsolatorExperiments,0,,Arithmometric Test,,
1063,IsolatorExperiments/DigitsIsoTest_Descr,IsolatorExperiments,0,,"Lower a block of screens into the isolation ward, broadcasting a neuro-encoding sequence of numbers. Attempts to find a pattern are considered an undesirable side effect. The correct answer is ""42.""",,
1064,IsolatorExperiments/WaterIsoTest_Name,IsolatorExperiments,0,,Dihydrogen Monoxide Treatment,,
1065,IsolatorExperiments/WaterIsoTest_Descr,IsolatorExperiments,0,,"Activate the internal dihydrogen monoxide spray system. If the equipment gets wet, pretend it was planned. Ignore requests for towels.",,
1066,IsolatorExperiments/HotIsoTest_Name,IsolatorExperiments,0,,High Temperature Exposure,,
1067,IsolatorExperiments/HotIsoTest_Descr,IsolatorExperiments,0,,"Deploy experimental heating elements in the ward. Do not use the device for cooking purposes. If someone asks to crack open a window, shoot them on the spot.",,
1068,IsolatorExperiments/ColdIsoTest_Name,IsolatorExperiments,0,,Low Temperature Exposure,,
1069,IsolatorExperiments/ColdIsoTest_Descr,IsolatorExperiments,0,,"Activate the ward's extreme cooling system. Snow and icicle formation are considered normal. If someone asks to close the window, incinerate them.",,
1070,IsolatorExperiments/UVLightIsoTest_Name,IsolatorExperiments,0,,Quartz-12 Exposure,,
1071,IsolatorExperiments/UVLightIsoTest_Descr,IsolatorExperiments,0,,"Place high-power quartz lamps in the isolation ward. Only those who have signed all the documents are permitted to look at the light source. If [redacted] occurs, activate the self-destruct system.",,
1072,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1073,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1074,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1075,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1076,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1077,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1078,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1079,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1080,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1081,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1082,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1083,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1084,Hints/IsoClearing,Hints,0,,Decontamination in progress. Please wait.,,
1085,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1086,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1087,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1088,UI/PlaytestTelemetry1,UI,0,,"Please keep in mind that this is an early feedback build that may contain bugs and differ significantly in quality and quantity of content from the final version.

Gameplay may be shown in live streams and video reviews, but we would really appreciate it if you could let your subscribers know that [this is not the final version]!",,
1089,UI/PlaytestTelemetry2,UI,0,,"We want to make our game better. To do that, we need your help in collecting anonymized statistics about how you play.

This does not affect your privacy, as no personal data is collected or shared with third parties.

I agree to help and accept the
Privacy Policy and Terms of Use.",,
1090,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1091,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1092,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1093,Real_Dev/,Real_Dev,0,,#N/A,,
1094,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1095,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1096,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1097,CoordinatorReplics/CR_StoryModeWelcome_003.1,CoordinatorReplics,0,,"Remember, despite its simplicity the importance of your work cannot be overstated.",,
1098,CoordinatorReplics/CR_StoryModeWelcome_003.2,CoordinatorReplics,0,,"So carefully review the instructions at the start of every day. The situation can change quickly, and so can the rules.",,
1099,CoordinatorReplics/CR_StoryModeIsolator_005.1,CoordinatorReplics,0,,It doesn't matter! I'll take care of the formalities.,,
1100,CoordinatorReplics/CR_StoryModeIsolator_005.2,CoordinatorReplics,0,,"Oh, and you also need to... choose daily recreational activities for those who are temporarily isolated.",,
1101,CoordinatorReplics/CR_StoryModePlot_003.1,CoordinatorReplics,0,,I want you to understand that you know as much as necessary.,,
1102,CoordinatorReplics/CR_StoryModePlot_003.2,CoordinatorReplics,0,,"Perhaps in the future you'll be assigned other duties, with different levels of clearance and, of course, greater responsibility.",,
1103,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1104,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1105,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1106,Hints/Tutor_054,Hints,0,,Press here to get back to work.,,
1107,CityOperations/Progress,CityOperations,0,,Progress,,
1108,CityOperations/AlienTech,CityOperations,0,,Extraterrestrial technologies,,
1109,CityOperations/Fungus,CityOperations,0,,Fungus,,
1110,CityOperations/Parasite,CityOperations,0,,Parasite,,
1111,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1112,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1113,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1114,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1115,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1116,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1117,UI/SurveyLink,UI,0,,https://forms.office.com/r/HjQ9QmA5uF,,
1118,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1119,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1120,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1121,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1122,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1123,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1124,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1125,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1126,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1127,UI/Start_Language_Button_Russian,UI,0,,Русский,,
1128,UI/Start_Language_Button_English,UI,0,,English,,
1129,UI/Start_Language_Button_Chinese (Simplified),UI,0,,简体中文,,
1130,UI/Start_Language_Button_French,UI,0,,Français,,
1131,UI/Start_Language_Button_German,UI,0,,Deutsch,,
1132,UI/Start_Language_Button_Spanish,UI,0,,Español,,
1133,UI/Start_Language_Button_Brazil,UI,0,,Português (Brasil),,
1134,UI/Start_Language_Button_Chinese (Traditional),UI,0,,繁體中文,,
1135,UI/Start_Language_Button_Korean,UI,0,,한국어,,
1136,UI/Start_Language_Button_Polish,UI,0,,Polski,,
1137,UI/Start_Language_Button_Japanese,UI,0,,日本語,,
1138,UI/Start_Language_Button_Turkish,UI,0,,Türkçe,,
1139,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1140,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1141,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1142,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1143,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1144,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1145,UI/NextDay,UI,0,,Next Day,,
1146,UI/Restart,UI,0,,Restart Day,,
1147,Hints/Tutor_055,Hints,0,,This panel has the character's financial and health indicators.,,
1148,Hints/Tutor_056,Hints,0,,"This is the sanity bar. Mistakes and stressful situations lower it. At the end of the day, some sanity restores naturally. You have to buy food or medication to get more.",,
1149,Hints/Tutor_057,Hints,0,,"This is the satiety bar. It decreases every day after work. To refill it, you need to buy food.",,
1150,Hints/Tutor_058,Hints,0,,"If any of these stats drop to zero, your character will die, and the game will be over.",,
1151,Hints/Tutor_059,Hints,0,,Press here to go to the store!,,
1152,Hints/Tutor_060,Hints,0,,Press here to buy (and eat) a sandwich. This will restore your satiety and some sanity. Make sure to keep an eye on these stats!,,
1153,Hints/Tutor_061,Hints,0,,You can purchase upgrades below. New options will appear over time. Good luck!,,
1154,CoordinatorReplics/CR_StoryModeInstructions_001,CoordinatorReplics,0,Куратор,You did quite well yesterday. Keep up the good work.,,
1155,CoordinatorReplics/CR_StoryModeInstructions_002,CoordinatorReplics,0,Охранник,Thanks!,,
1156,CoordinatorReplics/CR_StoryModeInstructions_003,CoordinatorReplics,0,Куратор,A little tip: read the instructions carefully. They change every day; such is the nature of this…place.,,
1157,CoordinatorReplics/CR_StoryModeInstructions_004,CoordinatorReplics,0,Охранник,I get it... I think.,,
1158,CoordinatorReplics/CR_StoryModeInstructions_005,CoordinatorReplics,0,,"Even if a person comes with a third eye or a blobfish instead of a brain, if the instructions don't say anything about him, you should let him through.",,
1159,CoordinatorReplics/CR_StoryModeInstructions_006,CoordinatorReplics,0,Куратор,Even if it was different the day before. Do you understand?,,
1160,CoordinatorReplics/CR_StoryModeInstructions_007,CoordinatorReplics,0,Охранник,"Yeah, sure, I do!",,
1161,CoordinatorReplics/CR_StoryModeInstructions_008,CoordinatorReplics,0,Охранник,"A fish instead of a brain, well, I never...",,
1162,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1163,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1164,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1165,UI/IsoFullCantGo,UI,0,,The isolation ward is full. Reduce the number of people before leaving.,,
1166,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1167,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1168,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1169,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1170,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1171,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1172,CoordinatorReplics/CR_EventNinja_001,CoordinatorReplics,0,,You shouldn't worry about what happened.,,
1173,CoordinatorReplics/CR_EventNinja_002,CoordinatorReplics,0,,"If you had let this man through without checking anything, as he asked, he would, of course, have stayed alive.",,
1174,CoordinatorReplics/CR_EventNinja_003,CoordinatorReplics,0,,"But that would mean a breach of instructions, which is a luxury we cannot afford.",,
1175,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1176,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1177,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1178,Hints/Tutor_062,Hints,0,,"This panel shows your character's financial and health indicators: sanity and satiety. It's important to keep your sanity and satiety levels high; otherwise, your character will die. You can replenish them with food and pills from the store.",,
1179,CoordinatorReplics/CR_StoryModeWelcome_001.1,CoordinatorReplics,0,,Greetings! And congratulations on your first day.,,
1180,CoordinatorReplics/CR_StoryModeWelcome_001.2,CoordinatorReplics,0,,Your job is quite simple: screen visitors according to the instructions you've received.,,
1181,CoordinatorReplics/CR_StoryModeIsolator_001.1,CoordinatorReplics,0,,"Greetings. Starting today, your clearance level has been upgraded.",,
1182,CoordinatorReplics/CR_StoryModeIsolator_001.2,CoordinatorReplics,0,,"You can now visit the temporary-holding room. Or rather, you must.",,
1183,CoordinatorReplics/CR_StoryModeIsolator_005.3,CoordinatorReplics,0,,"Some activities may seem strange to you, but pay them no mind.",,
1184,CoordinatorReplics/CR_StoryModeIsolator_007.1,CoordinatorReplics,0,,"It's in your best interest to avoid asking unnecessary questions. New duties mean a pay raise, of course.",,
1185,CoordinatorReplics/CR_StoryModeIsolator_007.2,CoordinatorReplics,0,,Have a nice and productive day!,,
1186,CoordinatorReplics/CR_StoryModeCity_001.1,CoordinatorReplics,0,,"Greetings. Since we... had an unexpected staff cut, your responsibilities have expanded again.",,
1187,CoordinatorReplics/CR_StoryModeCity_001.2,CoordinatorReplics,0,,"Your security clearance has, of course, also been upgraded.",,
1188,CoordinatorReplics/CR_StoryModePlot_001.1,CoordinatorReplics,0,,"Greetings. As you know, certain processes are taking place in the city.",,
1189,CoordinatorReplics/CR_StoryModePlot_001.2,CoordinatorReplics,0,,"It might not be obvious, but your work has a direct impact on them.",,
1190,CoordinatorReplics/CR_StoryModeInstructions_005.1,CoordinatorReplics,0,Куратор,Even if you see someone with a third eye or a fish instead of a brain...,,
1191,CoordinatorReplics/CR_StoryModeInstructions_005.2,CoordinatorReplics,0,Куратор,"If the instructions don't mention otherwise, you must let them through.",,
1192,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1193,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1194,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1195,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1196,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1197,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1198,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1199,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1200,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1201,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1202,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1203,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1204,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1205,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1206,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1207,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1208,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1209,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1210,Hints/Tutor_063,Hints,0,,"The priority of instructions depends on the order in which they are listed. The higher on the list, the more important they are!",,
1211,Hints/Tutor_064,Hints,0,,"The experiment in the isolation ward you chose yesterday was completed successfully. The data from it will allow us to conduct an operation in the city. The further the research progresses, the more effective the operations will become. Make sure to check the isolation ward every day!",,
1212,Hints/Tutor_065,Hints,0,,"The tactical operation in the city was a success, and we've made some progress in finding a way to handle the unknown disease. Make sure to check the city screen every day and schedule operations!",,
1213,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1214,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1215,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1216,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1217,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1218,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1219,UI/CamCens,UI,0,,"SIGNAL
LOCKED",,
1220,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1221,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1222,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1223,Instructions/Denied,Instructions,0,,"Always let through, except when the following are detected:",,
1224,Instructions/Approve,Instructions,0,,"Let through, ignoring ALL instructions, if the following are detected:",,
1225,Instructions/Kill,Instructions,0,,"Call security, ignoring previous instructions, if the following are detected:",,
1226,Instructions/69,Instructions,0,,Insectoid-type bones,,
1227,Instructions/70,Instructions,0,,Insectoid lung infestation,,
1228,Instructions/71,Instructions,0,,Insectoid heart infestation,,
1229,Instructions/72,Instructions,0,,Insectoid liver infestation,,
1230,Instructions/73,Instructions,0,,Larval transformation of the stomach,,
1231,Instructions/74,Instructions,0,,Giant larva in the photo,,
1232,Instructions/75,Instructions,0,,LED-modified lung,,
1233,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1234,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1235,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1236,UI/LiftFalseKill,UI,0,,People without anomalies eliminated,,
1237,UI/LiftFalseOpen,UI,0,,People with anomalies were released,,
1238,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1239,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1240,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1241,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1242,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1243,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1244,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1245,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1246,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1247,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1248,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1249,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1250,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1251,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1252,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1253,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1254,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1255,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1256,Dialogue/Conversation/93/Entry/1/Dialogue Text,Dialogue,0,Реплика грибника,"Step it up, man, I'm in a rush.",,
1257,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1258,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1259,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1260,Dialogue/Conversation/95/Entry/1/Dialogue Text,Dialogue,0,Реплика взрывной головы,Hi! I strongly advise against doing an MRI of the bones.,,
1261,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1262,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1263,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1264,Dialogue/Conversation/97/Entry/1/Dialogue Text,Dialogue,0,Реплика острых костей,"Check whatever you want, but don't touch my soul.",,
1265,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1266,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1267,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1268,UI/MoodCalm,UI,0,,Calm,,
1269,UI/MoodNervous,UI,0,,Nervous,,
1270,UI/MoodWithdrawn,UI,0,,Withdrawn,,
1271,UI/MoodParanoid,UI,0,,Paranoid,,
1272,UI/MoodBreakup,UI,0,,Broken,,
1273,UI/MoodDead,UI,0,,Dead,,
1274,UI/RemoveBody,UI,0,,Remove body,,
1275,Dialogue/Conversation/100/Entry/1/Dialogue Text,Dialogue,0,Реплика окаменение,I hope there won't be any flashing lights- I can't stand them!,,
1276,Dialogue/Conversation/101/Entry/1/Dialogue Text,Dialogue,0,Реплика при запуске события окаменения,What have you done?!,,
1277,Hints/IsoStatusRed,Hints,0,,There's an emergency in the isolation ward. Guest interaction and cultural events are unavailable. Please come back tomorrow!,,
1278,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1279,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1280,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1281,CoordinatorReplics/CR_EventBombist_001,CoordinatorReplics,0,,#N/A,,
1282,CoordinatorReplics/CR_EventBombist_002,CoordinatorReplics,0,,#N/A,,
1283,CoordinatorReplics/CR_EventBombist_003,CoordinatorReplics,0,,#N/A,,
1284,CoordinatorReplics/CR_EventBombistIsolated_001,CoordinatorReplics,0,,#N/A,,
1285,CoordinatorReplics/CR_EventBombistIsolated_002,CoordinatorReplics,0,,#N/A,,
1286,CoordinatorReplics/CR_EventBombistIsolated_003,CoordinatorReplics,0,,#N/A,,
1287,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1288,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1289,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
1290,Dialogue/Conversation/106/Entry/1/Dialogue Text,Dialogue,0,Реплика приветствия Volvox,Can we please skip the organ scan? It makes me sick to my stomach.,,
1291,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,Правила ,0,,,,
1292,Правила /Для Японского транслитерация катаканой,Правила ,0,,,,
1293,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",Правила ,0,,,,
