key,description,source_language,source_text
Story_Dial/Six/MeetCult2/14,Tris Acedi,ru,Что-то ты меня утомил этим чувство ностальгии. Давай уже к делу.
Story_Dial/Six/ByeCult2/1,Guard (player),ru,"Давай там, не тони в воспоминаниях."
Story_Dial/Six/ByeCult2/2,Tris Acedi,ru,Ага…
Story_Dial/Six/MeetCult3/1,Tris Acedi,ru,Курица или яйцо?
Story_Dial/Six/MeetCult3/2,Guard (player),ru,Э… что за внезапные вбросы?
Story_Dial/Six/MeetCult3/3,Tris Acedi,ru,Да так… извечный вопрос о причинно-следственной связи. О поиске начала.
Story_Dial/Six/MeetCult3/4,Guard (player),ru,Да как-то плевать уже на начало. Хотелось бы уже всё закончить.
Story_Dial/Six/MeetCult3/5,Tris Acedi,ru,"О, поверь, у тебя будет такая возможность. Или уже была…"
Story_Dial/Six/MeetCult3/6,Guard (player),ru,Да пока как-то не особо. Кручусь как белка в колесе изо дня в день.
Story_Dial/Six/MeetCult3/7,Tris Acedi,ru,"Крутись-крутись… Интересно, куда свернёшь."
Story_Dial/Six/MeetCult3/8,Tris Acedi,ru,"Ладно, спать хочу, давай уже проверяй."
Story_Dial/Six/ByeCult3/1,Tris Acedi,ru,Буду ждать за поворотом.
Story_Dial/Six/MeetSata1/1,Tris Acedi,ru,Самый бессмысленный выбор в твоей жизни.
Story_Dial/Six/MeetSata1/2,Guard (player),ru,"Да, спасибо, и без тебя проблем хватает."
Story_Dial/Six/MeetSata1/3,Tris Acedi,ru,"Я не со зла, он правда бессмысленный."
Story_Dial/Six/MeetSata1/4,Tris Acedi,ru,Знаешь… вспомнила вдруг свой прошлый дом. Как раз на пятом этаже жила.
Story_Dial/Six/MeetSata1/5,Guard (player),ru,А чё не на шестом?
Story_Dial/Six/MeetSata1/6,Tris Acedi,ru,"А на шестом фанатики поселились, к сожалению."
Story_Dial/Six/MeetSata1/7,Guard (player),ru,"Оу… наверное, спокойно жить не давали?"
Story_Dial/Six/MeetSata1/8,Tris Acedi,ru,"Скажем так, они постоянно громко что-то вопили."
Story_Dial/Six/MeetSata1/9,Tris Acedi,ru,"Соседа настолько раздражали их крики, что он постоянно был в гневе."
Story_Dial/Six/MeetSata1/10,Guard (player),ru,"Начинаю понимать, почему ты переехала…"
Story_Dial/Six/MeetSata1/11,Tris Acedi,ru,Не начинаешь.
Story_Dial/Six/MeetSata1/12,Tris Acedi,ru,Ох… даже воспоминания об этом меня утомили. Давай быстро со всем разберёмся.
Story_Dial/Six/ByeSata1/1,Guard (player),ru,Ну сейчас то хоть тихо?
Story_Dial/Six/ByeSata1/2,Tris Acedi,ru,Приемлемо.
Story_Dial/Six/MeetSata2/1,Tris Acedi,ru,Как же мне тут не нравится. Слишком много воспоминаний…
Story_Dial/Six/MeetSata2/2,Guard (player),ru,Утомляет?
Story_Dial/Six/MeetSata2/3,Tris Acedi,ru,Утомляет.
Story_Dial/Six/MeetSata2/4,Tris Acedi,ru,"А ведь тогда после переезда лучше не стало. Пришлось всемером жить вместе, ютиться."
Story_Dial/Six/MeetSata2/5,Guard (player),ru,Так ты не одна живёшь?
Story_Dial/Six/MeetSata2/6,Tris Acedi,ru,Уже одна. Соседи меня крайне утомили. Съехала от них.
Story_Dial/Six/MeetSata2/7,Guard (player),ru,А они то что?
Story_Dial/Six/MeetSata2/8,Tris Acedi,ru,"Да больно активны были, болтали без умолку… хотя один был молчаливым."
Story_Dial/Six/MeetSata2/9,Tris Acedi,ru,"Он мне нравился больше всего. В отличие от другого, который никак общением насытиться не мог."
Story_Dial/Six/MeetSata2/10,Tris Acedi,ru,А они чем дольше вместе живут – тем больше перенимаю черты друг друга…
Story_Dial/Six/MeetSata2/11,Guard (player),ru,"Да, с жильём нынче тяжело. Но зато нашла себе место."
Story_Dial/Six/MeetSata2/12,Tris Acedi,ru,"Я бы поспорила, но мне лень."
Story_Dial/Six/MeetSata2/13,Tris Acedi,ru,Скорее проверку заканчивай.
Story_Dial/Six/MeetMag1/1,Tris Acedi,ru,"Думаю, братья Гримм были бы в восторге."
Story_Dial/Six/MeetMag1/2,Guard (player),ru,Очень смешно!
Story_Dial/Six/MeetMag1/3,Tris Acedi,ru,"Знаешь, крайне бессмысленно оставлять порталы без присмотра."
Story_Dial/Six/MeetMag1/4,Tris Acedi,ru,"Хотя нет, это всё же скорее безответственно."
Story_Dial/Six/MeetMag1/5,Guard (player),ru,"Вот лично я его не закрыл, да?"
Story_Dial/Six/MeetMag1/6,Tris Acedi,ru,"Ну лично ты его не закрыл, да."
Story_Dial/Six/MeetMag1/7,Guard (player),ru,Но…
Story_Dial/Six/MeetMag1/8,Tris Acedi,ru,"Да-да, но ты и не должен был, и даже не знал, как. И вообще ты просто охранник."
Story_Dial/Six/MeetMag1/9,Guard (player),ru,"Вот именно. Не понимаю, почему его до сих пор не закрыли."
Story_Dial/Six/MeetMag1/10,Tris Acedi,ru,"Запрет сверху. Точнее, снизу."
Story_Dial/Six/MeetMag1/11,Guard (player),ru,Не понял…
Story_Dial/Six/MeetMag1/12,Tris Acedi,ru,Да без разницы. Всё равно сам закрыть не сможешь.
Story_Dial/Six/MeetMag1/13,Guard (player),ru,А ты сможешь?
Story_Dial/Six/MeetMag1/14,Tris Acedi,ru,"Не знаю, мне лень пробовать. Давай уже проверяй."
Story_Dial/Six/ByeMag1/1,Tris Acedi,ru,Сказочных снов.
Story_Dial/Six/ByeMag1/2,Guard (player),ru,"Ага, тебе того же!"
Story_Dial/Six/MeetMag2/1,Tris Acedi,ru,"Удивительно, насколько богато человеческое воображение, да?"
Story_Dial/Six/MeetMag2/2,Guard (player),ru,Лучше б его не было.
Story_Dial/Six/MeetMag2/3,Tris Acedi,ru,Ох… какая утомительная наивность. Смотри не накаркай.
Story_Dial/Six/MeetMag2/4,Guard (player),ru,Да поздно каркать уже.
Story_Dial/Six/MeetMag2/5,Tris Acedi,ru,"Или рано… никогда не знаешь, когда пора каркать."
Story_Dial/Six/MeetMag2/6,Guard (player),ru,Чего?
Story_Dial/Six/MeetMag2/7,Tris Acedi,ru,"Не суть. Знаешь, мой старый знакомый слюной бы подавился."
Story_Dial/Six/MeetMag2/8,Guard (player),ru,"От того, что за ним охотится приведение? Или потому что его пытается сожрать сундук?"
Story_Dial/Six/MeetMag2/9,Tris Acedi,ru,"Он… скажем так, учёный, коллекционер. Не знаю, знакомы вы уже или нет…"
Story_Dial/Six/MeetMag2/10,Guard (player),ru,Он тоже тут работает?
Story_Dial/Six/MeetMag2/11,Tris Acedi,ru,Да. Жадный до знаний. Для него это просто кладезь.
Story_Dial/Six/MeetMag2/12,Tris Acedi,ru,Хотя… и этого ему будет мало.
Story_Dial/Six/MeetMag2/13,Tris Acedi,ru,"Что-то я подустала, давай к делу."
Story_Dial/Six/MeetTran1/1,Tris Acedi,ru,Слить воедино эзотерику и технологии… как же знакомо.
Story_Dial/Six/MeetTran1/2,Guard (player),ru,Ты уже видела что-то подобное?
Story_Dial/Six/MeetTran1/3,Tris Acedi,ru,Да. Это было крайне утомительно.
Story_Dial/Six/MeetTran1/4,Guard (player),ru,"Ожидаемо. Есть вообще что-то, что тебя не утомляет?"
Story_Dial/Six/MeetTran1/5,Tris Acedi,ru,"Нет. Всё же, если бы меня что-то не утомляло, я была бы не я."
Story_Dial/Six/MeetTran1/6,Guard (player),ru,Если бы я не следовал инструкции…
Story_Dial/Six/MeetTran1/7,Tris Acedi,ru,Ты бы здесь не работал. Это другое. Этот спор начинает меня утомлять.
Story_Dial/Six/MeetTran1/8,Tris Acedi,ru,Не будем медлить.
Story_Dial/Six/ByeTran1/1,Tris Acedi,ru,"Знаешь, а может я – уже не я. Ладно, до встречи."
Story_Dial/Six/MeetTran2/1,Guard (player),ru,"Слушай, вот скажи, почему они просто не могли разобраться с этим червяком и спокойно жить дальше?"
Story_Dial/Six/MeetTran2/2,Tris Acedi,ru,Высокомерие. В чём-то они напоминают мне одну знакомую.
Story_Dial/Six/MeetTran2/3,Tris Acedi,ru,"Думает, что всё знает, что всех может наставлять."
Story_Dial/Six/MeetTran2/4,Tris Acedi,ru,А за заботой лишь сложные фразы и раздутое самомнение.
Story_Dial/Six/MeetTran2/5,Guard (player),ru,Кого-то мне это напоминает…
Story_Dial/Six/MeetTran2/6,Tris Acedi,ru,"Ну надеюсь, не меня. Мне до неё далеко."
Story_Dial/Six/MeetTran2/7,Tris Acedi,ru,А тебе близко.
Story_Dial/Six/MeetTran2/8,Guard (player),ru,Я то чем на неё похож?
Story_Dial/Six/MeetTran2/9,Tris Acedi,ru,"Я не это имела ввиду, скоро поймёшь, если ещё не понял."
Story_Dial/Six/MeetTran2/10,Tris Acedi,ru,Устала я от вопросов.
Story_Dial/Six/MeetZomb1/1,Tris Acedi,ru,"Отвратительная альтернатива. Заставить двигаться тех, кто уже не должен…"
Story_Dial/Six/MeetZomb1/2,Guard (player),ru,"Это не я, это грибы!"
Story_Dial/Six/MeetZomb1/3,Tris Acedi,ru,"Грибы штука странная. То мёртвых из могил поднимают, то верят во что ни попадя…"
Story_Dial/Six/MeetZomb1/4,Guard (player),ru,"В пожирание мозгов, ага."
Story_Dial/Six/MeetZomb1/5,Tris Acedi,ru,Здесь – да. И запах теперь отвратительный…
Story_Dial/Six/MeetZomb1/6,Guard (player),ru,"Да я и сам не понимаю, зачем таких пускать можно иногда."
Story_Dial/Six/MeetZomb1/7,Tris Acedi,ru,"Очевидно же, чтобы понять."
Story_Dial/Six/MeetZomb1/8,Guard (player),ru,"Да надо не понимать, а упокоить."
Story_Dial/Six/MeetZomb1/9,Tris Acedi,ru,Этим шансом ты уже не воспользовался. Да и он был бы бессмысленным.
Story_Dial/Six/MeetZomb1/10,Guard (player),ru,Всё у тебя вечно бессмысленно…
Story_Dial/Six/MeetZomb1/11,Tris Acedi,ru,"А смысл, если будет лишь один итог…"
Story_Dial/Six/MeetZomb1/12,Guard (player),ru,"И этот итог будет спасением человечества! Хватит, и так голова от новой проблемы болит."
Story_Dial/Six/ByeZomb1/1,Tris Acedi,ru,"И ведь ты даже не представляешь, как прав."
Story_Dial/Six/MeetZomb2/1,Tris Acedi,ru,А вонь всё сильнее…
Story_Dial/Six/MeetZomb2/2,Guard (player),ru,"Да, унынием пахнет."
Story_Dial/Six/MeetZomb2/3,Tris Acedi,ru,"Я бы могла обидеться, но мне лень."
Story_Dial/Six/MeetZomb2/4,Guard (player),ru,"Прям настолько? Серьёзно, сходи к психиатру."
Story_Dial/Six/MeetZomb2/5,Tris Acedi,ru,Бессмысленно. Он ничего не исправит. Как и…
Story_Dial/Six/MeetZomb2/6,Guard (player),ru,Я тебя исправлять не собираюсь. А с мертвяками разберусь и без тебя.
Story_Dial/Six/MeetZomb2/7,Tris Acedi,ru,Тогда я пойду?
Story_Dial/Six/MeetZomb2/8,Guard (player),ru,Разбежалась… сначала проверка.
Story_Dial/Six/MeetZomb2/9,Tris Acedi,ru,Ох…
Story_Dial/Six/ByeZomb2/1,Guard (player),ru,"Всё, иди."
Story_Dial/Six/MeetZomb3/1,Tris Acedi,ru,"Знал бы ты, какой аромат там снизу…"
Story_Dial/Six/MeetZomb3/2,Guard (player),ru,Могу представить. От изолятора тоже прекрасный букет исходит.
Story_Dial/Six/MeetZomb3/3,Guard (player),ru,"Снова пришла говорить, что всё бессмысленно, и я впустую трачу время?"
Story_Dial/Six/MeetZomb3/4,Tris Acedi,ru,"Смысл есть, просто он не твой. А где-то и правда смысла уже нет."
Story_Dial/Six/MeetZomb3/5,Guard (player),ru,"Да, смысл человечества. Не хочу, чтоб Земля стала одним большим ходячим могильником."
Story_Dial/Six/MeetZomb3/6,Tris Acedi,ru,"Она уже становилась, и не раз. Всё зависит от тебя."
Story_Dial/Six/MeetZomb3/7,Guard (player),ru,То есть моя работа не бессмысленна всё же?
Story_Dial/Six/MeetZomb3/8,Tris Acedi,ru,Для меня – бессмысленна. Для тебя – сам решай.
Story_Dial/Six/MeetZomb3/9,Guard (player),ru,"Ну вот я сейчас и решу, после проверки."
Story_Dial/Six/ByeZomb3/1,Guard (player),ru,"И заметь, это я так решил."
Story_Dial/Six/MeetPsy1/1,Tris Acedi,ru,Довели город до какой-то разрухи… Ещё и в людей мусора напихали…
Story_Dial/Six/MeetPsy1/2,Guard (player),ru,"Что было, то и напихали!"
Story_Dial/Six/MeetPsy1/3,Tris Acedi,ru,И так каждый раз… Ничего не меняется.
Story_Dial/Six/MeetPsy1/4,Guard (player),ru,Ну зомби теперь не разгуливают…
Story_Dial/Six/MeetPsy1/5,Tris Acedi,ru,И запах сменился на продукты жизнедеятельности и сожжённую плоть…
Story_Dial/Six/MeetPsy1/6,Tris Acedi,ru,Когда пытаешься решить всё впопыхах подручными средствами – вечно что-то идёт не так.
Story_Dial/Six/MeetPsy1/7,Guard (player),ru,"Ты б так советы раздавала, когда они значение имеют."
Story_Dial/Six/MeetPsy1/8,Tris Acedi,ru,Советую доводить дело до конца. И не один раз.
Story_Dial/Six/MeetPsy1/9,Guard (player),ru,Опять странности говоришь… Госпожа загадочность.
Story_Dial/Six/MeetPsy1/10,Tris Acedi,ru,Просто лень разъяснять. Давай уже.
Story_Dial/Six/ByePsy1/1,Tris Acedi,ru,Ох… теперь надо до лифта дойти…
Story_Dial/Six/MeetPsy2/1,Tris Acedi,ru,Совсем с ума сходят от безделья…
Story_Dial/Six/MeetPsy2/2,Guard (player),ru,"Ну да, им бы у тебя поучиться ничего не делать, и при этом не сходить с ума."
Story_Dial/Six/MeetPsy2/3,Tris Acedi,ru,"Как я, ещё никто не смог научиться. У меня это врождённый талант."
Story_Dial/Six/MeetPsy2/4,Guard (player),ru,"Боже… ты всегда была такой что ли? Прости, я не знал…"
Story_Dial/Six/MeetPsy2/5,Tris Acedi,ru,Не всегда. Точнее… никогда не видела смысла в чём-либо.
Story_Dial/Six/MeetPsy2/6,Tris Acedi,ru,Но когда Восьмая перестала существовать… без неё стало… печально.
Story_Dial/Six/MeetPsy2/7,Guard (player),ru,Вы… вы были так близки?
Story_Dial/Six/MeetPsy2/8,Tris Acedi,ru,"Ближе, чем ты думаешь. Теперь она во мне."
Story_Dial/Six/MeetPsy2/9,Guard (player),ru,"Хранить в своём сердце память об ушедших… я теперь понимаю, что на тебя так повлияло."
Story_Dial/Six/MeetPsy2/10,Tris Acedi,ru,"Если бы… Впрочем, ты меня утомил."
Story_Dial/Six/MeetPsy2/11,Guard (player),ru,"Понимаю, не стоило мне в это лезть."
Story_Dial/Six/MeetPsy2/12,Guard (player),ru,Но если вдруг захочешь поговорить…
Story_Dial/Six/MeetPsy2/13,Tris Acedi,ru,"Захочу, но не про это."
Story_Dial/Six/MeetChip1/1,Tris Acedi,ru,Решил пойти по самому страшному пути?
Story_Dial/Six/MeetChip1/2,Guard (player),ru,"Да я даже представить не могу, что монетизация может быть такой…"
Story_Dial/Six/MeetChip1/3,Tris Acedi,ru,"Налоги теперь кажутся не такой уж и тягостью, не правда ли?"
Story_Dial/Six/MeetChip1/4,Guard (player),ru,Да ужас какой-то!
Story_Dial/Six/MeetChip1/5,Guard (player),ru,"Подписка на время, воздух, пульс… Спасибо, что на моргания подписки нет!"
Story_Dial/Six/MeetChip1/6,Tris Acedi,ru,"Ну ты давай, больше идей им подкидывай…"
Story_Dial/Six/MeetChip1/7,Guard (player),ru,Ой… тоже верно.
Story_Dial/Six/MeetChip1/8,Tris Acedi,ru,А чего ты так распереживался? Ты ж вроде чистый.
Story_Dial/Six/MeetChip1/9,Guard (player),ru,"Ну у меня то этих чипов в теле нет, но другие то страдают…"
Story_Dial/Six/MeetChip1/10,Tris Acedi,ru,Переживать за других так утомительно… От одной мысли утомилась.
Story_Dial/Six/ByeChip1/1,Tris Acedi,ru,"Хорошо, что на бессмысленность лимит ввести не смогут, ведь это бессмысленно."
Story_Dial/Six/MeetChip2/1,Tris Acedi,ru,"Ну что, не истратил ещё свой лимит на талоны?"
Story_Dial/Six/MeetChip2/2,Guard (player),ru,У меня тут запас на века! За талоны готов сражаться!
Story_Dial/Six/MeetChip2/3,Tris Acedi,ru,Было бы чем… Да и сражаться – такая морока…
Story_Dial/Six/MeetChip2/4,Guard (player),ru,Это да… могу только дубинкой отметелить…
Story_Dial/Six/MeetChip2/5,Tris Acedi,ru,"Удивительно, что ты всё это пережил лишь с одной дубинкой на поясе…"
Story_Dial/Six/MeetChip2/6,Tris Acedi,ru,Хотя нет… неудивительно.
Story_Dial/Six/MeetChip2/7,Guard (player),ru,Это такой странный комплимент?
Story_Dial/Six/MeetChip2/8,Tris Acedi,ru,Это банальный факт. Комплименты требуют слишком много усилий.
Story_Dial/Six/MeetChip2/9,Tris Acedi,ru,"Вот есть одна знакомая, она бы с радостью воспользовалась бы этими чипами."
Story_Dial/Six/MeetChip2/10,Guard (player),ru,Такая себе знакомая…
Story_Dial/Six/MeetChip2/11,Tris Acedi,ru,Ну какая есть. Просто обожает обладать чужими чувствами.
Story_Dial/Six/MeetChip2/12,Tris Acedi,ru,"Чтобы её хотели, желали, думали только о ней… всё в этом духе."
Story_Dial/Six/MeetChip2/13,Guard (player),ru,Мда… тебе срочно надо менять окружение.
Story_Dial/Six/MeetChip2/14,Tris Acedi,ru,"Я уже поменяла. Ладно, давай уже к проверке перейдём."
Story_Dial/Six/MeetInsect1/1,Tris Acedi,ru,"И вот всё пришло к тараканам, которых бессмысленно бить тапком."
Story_Dial/Six/MeetInsect1/2,Guard (player),ru,Ну… изначально они выглядели как…
Story_Dial/Six/MeetInsect1/3,Tris Acedi,ru,Как лекарство? Как откат тела во времени?
Story_Dial/Six/MeetInsect1/4,Tris Acedi,ru,"Хотя нет, путешествовать во времени невозможно. Забудь."
Story_Dial/Six/MeetInsect1/5,Guard (player),ru,Но они же жрали только гнилое…
Story_Dial/Six/MeetInsect1/6,Tris Acedi,ru,А предки людей под водой дышали.
Story_Dial/Six/MeetInsect1/7,Tris Acedi,ru,"Как видишь, теперь ты можешь разве что захлебнуться, а тараканы могут жрать свежатину."
Story_Dial/Six/MeetInsect1/8,Tris Acedi,ru,Как же утомляет это всё объяснять…
Story_Dial/Six/MeetInsect1/9,Guard (player),ru,"Ну извини, я не учёный…"
Story_Dial/Six/MeetInsect1/10,Tris Acedi,ru,Я тоже. Давай перейдём к проверке.
Story_Dial/Six/ByeInsect1/1,Tris Acedi,ru,"Смотри, не угоди в пасть. Быть просто пережёванным – это слишком бессмысленно."
Story_Dial/Six/MeetInsect2/1,Guard (player),ru,"Ты вот мне объясни, как можно быть настолько голодными…"
Story_Dial/Six/MeetInsect2/2,Tris Acedi,ru,Ты об этом меня спрашиваешь? Ох…
Story_Dial/Six/MeetInsect2/3,Tris Acedi,ru,Лучше спроси одного моего знакомого. Болтает без умолку.
Story_Dial/Six/MeetInsect2/4,Guard (player),ru,Многое рассказывает?
Story_Dial/Six/MeetInsect2/5,Tris Acedi,ru,"Нет, он просто не может насытиться общением. Никогда."
Story_Dial/Six/MeetInsect2/6,Tris Acedi,ru,"Выстраивает отношения на равных, притворяется другом, лишь бы поболтать побольше."
Story_Dial/Six/MeetInsect2/7,Guard (player),ru,Я б такого друга не хотел…
Story_Dial/Six/MeetInsect2/8,Tris Acedi,ru,Он обычно и не спрашивает твоего желания.
Story_Dial/Six/MeetInsect2/9,Tris Acedi,ru,Просто жрёт общение.
Story_Dial/Six/MeetInsect2/10,Tris Acedi,ru,От одного лишь воспоминания утомилась. Ох…
Story_Dial/Six/Deni/1,Guard (player),ru,Иди-ка ты отдохни.
Story_Dial/Six/Deni/2,Tris Acedi,ru,Зачем приходила…
Story_Dial/Six/Kill/1,Tris Acedi,ru,Бессмысленно…
Story_Dial/Six/HiAfterDeath1/1,Guard (player),ru,Ты… ты же мертва…
Story_Dial/Six/HiAfterDeath1/2,Tris Acedi,ru,"Не, мне лень умирать."
Story_Dial/Six/HiAfterDeath1/3,Guard (player),ru,Какого…
Story_Dial/Six/HiAfterDeath1/4,Tris Acedi,ru,Ты этого не изменишь.
Story_Dial/Six/HiAfterDeath2/1,Tris Acedi,ru,"Я же говорила, бессмысленно… сколько ни пытайся"
Story_Dial/Six/HiAfterDeath2/2,Guard (player),ru,Да что ж такое… Ладно…
Story_Dial/Six/HiAfterDeath3/1,Tris Acedi,ru,"Знаешь, что такое безумие?"
Story_Dial/Six/HiAfterDeath3/2,Guard (player),ru,"Всё то, что здесь происходит?"
Story_Dial/Six/HiAfterDeath3/3,Tris Acedi,ru,Ну… сложно поспорить…
Story_Dial/Six/HiAfterDeath4/1,Tris Acedi,ru,"Я полагаю, бессмысленно просить тебя прекратить так делать?"
Story_Dial/Six/HiAfterDeath4/2,Guard (player),ru,Я подумаю.
Story_Dial/Six/HiAfterDeath5/1,Tris Acedi,ru,Так себе ты подумал…
Story_Dial/Six/HiAfterDeath5/2,Guard (player),ru,Как умею…
Story_Dial/Six/HiAfterDeath6/1,Tris Acedi,ru,Тебе просто нравится? Во вкус вошёл?
Story_Dial/Six/HiAfterDeath6/2,Guard (player),ru,"Думаю, ответ… бессмысленный. Ха!"
Story_Dial/Six/HiAfterDeath7/1,Tris Acedi,ru,Наконец-то это закончится.
Story_Dial/Six/HiAfterDeath7/2,Guard (player),ru,Что закончится?
Story_Dial/Six/HiAfterDeath7/3,Tris Acedi,ru,Узнаешь.
